order_id,order_number,order_date,created_at,closed_at,order_type,table_number,party_size,server_id,subtotal,discount_amount,discount_reason,gst,tip,total,payment_method,card_brand,card_last_four,delivery_platform,status
539,#072,2026-05-06,2026-05-06 19:37:00,2026-05-06 20:43:00,dine_in,7,2,8,55.00,0.00,,2.75,11.00,68.75,Credit,Mastercard,1291,,completed
540,#073,2026-05-06,2026-05-06 19:43:32,2026-05-06 20:08:32,takeout,,2,8,52.00,0.00,,2.60,2.60,57.20,Mobile,Apple Pay,6552,,completed
541,#074,2026-05-06,2026-05-06 19:49:46,2026-05-06 20:01:46,delivery,,2,7,55.75,0.00,,2.79,0.00,58.54,Cash,,,UberEats,completed
542,#075,2026-05-06,2026-05-06 19:07:46,2026-05-06 20:14:46,dine_in,5,2,2,53.00,0.00,,2.65,9.54,65.19,Credit,Mastercard,8562,,completed
543,#076,2026-05-06,2026-05-06 19:29:10,2026-05-06 20:20:10,dine_in,14,1,4,30.00,0.00,,1.50,5.40,36.90,Credit,Mastercard,8020,,completed
544,#077,2026-05-06,2026-05-06 19:29:14,2026-05-06 20:40:14,dine_in,6,1,6,25.50,0.00,,1.28,5.10,31.88,Debit,Interac Debit,6917,,completed
545,#078,2026-05-06,2026-05-06 20:12:09,2026-05-06 21:19:09,dine_in,1,2,2,86.25,0.00,,4.31,15.52,106.08,Cash,,,,completed
546,#079,2026-05-06,2026-05-06 20:03:20,2026-05-06 20:17:20,delivery,,1,6,27.50,0.00,,1.38,0.00,28.88,Credit,Interac Debit,7524,DoorDash,completed
547,#080,2026-05-06,2026-05-06 20:02:29,2026-05-06 21:11:29,dine_in,8,3,10,93.00,0.00,,4.65,23.25,120.90,Credit,Interac Debit,2324,,completed
548,#081,2026-05-06,2026-05-06 20:40:56,2026-05-06 21:23:56,dine_in,10,2,2,50.00,25.00,Staff meal 50%,1.25,5.00,31.25,Cash,,,,completed
549,#001,2026-05-07,2026-05-07 11:52:12,2026-05-07 12:52:12,dine_in,13,1,1,20.50,0.00,,1.03,3.07,24.60,Debit,Interac Debit,1514,,completed
550,#002,2026-05-07,2026-05-07 11:42:10,2026-05-07 12:32:10,dine_in,1,2,1,48.50,0.00,,2.43,9.70,60.63,Debit,Interac Debit,1580,,completed
551,#003,2026-05-07,2026-05-07 11:52:55,2026-05-07 13:01:55,dine_in,13,5,5,120.75,0.00,,6.04,30.19,156.98,Debit,Interac Debit,2015,,completed
552,#004,2026-05-07,2026-05-07 11:29:32,2026-05-07 12:29:32,dine_in,10,3,9,83.50,0.00,,4.17,15.03,102.70,Credit,Visa,8028,,completed
553,#005,2026-05-07,2026-05-07 11:29:31,2026-05-07 12:06:31,dine_in,6,3,3,74.75,0.00,,3.74,18.69,97.18,Credit,Amex,7236,,completed
554,#006,2026-05-07,2026-05-07 11:38:39,2026-05-07 11:55:39,takeout,,2,3,48.50,0.00,,2.43,7.27,58.20,Mobile,Google Pay,9409,,completed
555,#007,2026-05-07,2026-05-07 11:11:44,2026-05-07 12:00:44,dine_in,11,2,3,40.00,0.00,,2.00,8.00,50.00,Cash,,,,completed
556,#008,2026-05-07,2026-05-07 11:07:34,2026-05-07 11:55:34,dine_in,7,3,4,91.50,10.00,Google review promo,4.08,16.30,101.88,Credit,Visa,5148,,completed
557,#009,2026-05-07,2026-05-07 12:47:57,2026-05-07 12:58:57,delivery,,2,9,41.50,0.00,,2.08,0.00,43.58,Cash,,,DoorDash,completed
558,#010,2026-05-07,2026-05-07 12:34:53,2026-05-07 12:55:53,takeout,,2,10,36.00,0.00,,1.80,3.60,41.40,Credit,Interac Debit,7749,,completed
559,#011,2026-05-07,2026-05-07 12:26:12,2026-05-07 13:24:12,dine_in,7,2,5,42.00,0.00,,2.10,7.56,51.66,Credit,Interac Debit,1057,,completed
560,#012,2026-05-07,2026-05-07 12:48:48,2026-05-07 13:30:48,dine_in,6,3,1,91.50,0.00,,4.58,13.72,109.80,Cash,,,,completed
561,#013,2026-05-07,2026-05-07 12:32:07,2026-05-07 13:16:07,dine_in,6,4,4,113.00,0.00,,5.65,20.34,138.99,Mobile,Google Pay,5358,,completed
562,#014,2026-05-07,2026-05-07 12:35:17,2026-05-07 12:42:17,delivery,,1,10,24.00,0.00,,1.20,0.00,25.20,Debit,Interac Debit,7498,SkipTheDishes,completed
563,#015,2026-05-07,2026-05-07 12:21:01,2026-05-07 12:30:01,delivery,,2,1,59.75,0.00,,2.99,0.00,62.74,Debit,Interac Debit,6538,UberEats,completed
564,#016,2026-05-07,2026-05-07 12:57:44,2026-05-07 14:00:44,dine_in,5,2,5,56.00,0.00,,2.80,14.00,72.80,Credit,Interac Debit,7767,,completed
565,#017,2026-05-07,2026-05-07 12:49:13,2026-05-07 13:40:13,dine_in,9,5,1,121.50,0.00,,6.08,30.38,157.96,Credit,Interac Debit,5135,,completed
566,#018,2026-05-07,2026-05-07 12:11:57,2026-05-07 12:18:57,delivery,,1,4,45.50,0.00,,2.27,0.00,47.77,Credit,Mastercard,8638,DoorDash,completed
567,#019,2026-05-07,2026-05-07 12:49:46,2026-05-07 13:38:46,dine_in,15,2,3,56.50,0.00,,2.83,11.30,70.63,Credit,Visa,4214,,completed
568,#020,2026-05-07,2026-05-07 13:17:34,2026-05-07 13:24:34,delivery,,2,5,42.75,0.00,,2.14,0.00,44.89,Credit,Mastercard,4712,SkipTheDishes,completed
569,#021,2026-05-07,2026-05-07 13:02:48,2026-05-07 14:17:48,dine_in,9,3,9,97.00,0.00,,4.85,14.55,116.40,Credit,Visa,2968,,completed
570,#022,2026-05-07,2026-05-07 13:27:14,2026-05-07 13:35:14,delivery,,3,5,98.00,0.00,,4.90,0.00,102.90,Debit,Interac Debit,4218,DoorDash,completed
571,#023,2026-05-07,2026-05-07 13:45:07,2026-05-07 14:20:07,dine_in,10,5,5,113.00,16.95,Yelp check-in,4.80,9.61,110.46,Mobile,Google Pay,5582,,completed
572,#024,2026-05-07,2026-05-07 13:14:08,2026-05-07 13:27:08,delivery,,3,2,92.75,0.00,,4.64,0.00,97.39,Credit,Mastercard,2568,DoorDash,completed
573,#025,2026-05-07,2026-05-07 13:40:12,2026-05-07 14:31:12,dine_in,10,5,3,154.50,0.00,,7.73,15.45,177.68,Debit,Interac Debit,3109,,completed
574,#026,2026-05-07,2026-05-07 13:31:07,2026-05-07 14:35:07,dine_in,4,1,3,26.00,0.00,,1.30,6.50,33.80,Credit,Visa,2010,,completed
575,#027,2026-05-07,2026-05-07 13:59:33,2026-05-07 14:06:33,delivery,,2,2,47.00,0.00,,2.35,0.00,49.35,Credit,Interac Debit,2758,DoorDash,completed
576,#028,2026-05-07,2026-05-07 15:59:15,2026-05-07 16:41:15,dine_in,10,5,3,138.00,0.00,,6.90,13.80,158.70,Mobile,Google Pay,8502,,completed
577,#029,2026-05-07,2026-05-07 15:31:57,2026-05-07 15:41:57,delivery,,1,4,29.75,0.00,,1.49,0.00,31.24,Debit,Interac Debit,7998,DoorDash,completed
578,#030,2026-05-07,2026-05-07 15:34:03,2026-05-07 16:27:03,dine_in,10,3,9,91.75,0.00,,4.59,18.35,114.69,Credit,Mastercard,8023,,completed
579,#031,2026-05-07,2026-05-07 16:45:57,2026-05-07 16:56:57,delivery,,1,2,27.00,0.00,,1.35,0.00,28.35,Cash,,,DoorDash,completed
580,#032,2026-05-07,2026-05-07 16:41:26,2026-05-07 17:45:26,dine_in,8,1,10,19.00,0.00,,0.95,3.42,23.37,Debit,Interac Debit,4862,,completed
581,#033,2026-05-07,2026-05-07 17:21:29,2026-05-07 17:33:29,delivery,,2,3,51.00,0.00,,2.55,0.00,53.55,Cash,,,SkipTheDishes,completed
582,#034,2026-05-07,2026-05-07 17:08:24,2026-05-07 17:18:24,delivery,,3,7,114.00,0.00,,5.70,0.00,119.70,Cash,,,SkipTheDishes,completed
583,#035,2026-05-07,2026-05-07 17:32:28,2026-05-07 17:40:28,delivery,,3,6,67.00,0.00,,3.35,0.00,70.35,Credit,Mastercard,4892,SkipTheDishes,completed
584,#036,2026-05-07,2026-05-07 17:59:18,2026-05-07 18:24:18,takeout,,2,10,66.00,0.00,,3.30,3.30,72.60,Credit,Mastercard,0032,,completed
585,#037,2026-05-07,2026-05-07 17:41:11,2026-05-07 18:43:11,dine_in,5,2,10,81.50,10.00,Google review promo,3.58,17.88,92.96,Credit,Visa,1662,,completed
586,#038,2026-05-07,2026-05-07 17:28:32,2026-05-07 17:43:32,takeout,,4,6,98.00,0.00,,4.90,9.80,112.70,Cash,,,,completed
587,#039,2026-05-07,2026-05-07 17:53:29,2026-05-07 18:02:29,delivery,,2,6,70.25,0.00,,3.51,0.00,73.76,Credit,Visa,0298,DoorDash,completed
588,#040,2026-05-07,2026-05-07 17:04:37,2026-05-07 17:46:37,dine_in,9,6,4,148.75,0.00,,7.44,37.19,193.38,Cash,,,,completed
589,#041,2026-05-07,2026-05-07 18:19:23,2026-05-07 18:34:23,takeout,,4,2,101.50,0.00,,5.08,10.15,116.73,Mobile,Google Pay,3984,,completed
590,#042,2026-05-07,2026-05-07 18:12:54,2026-05-07 18:27:54,takeout,,2,2,50.00,0.00,,2.50,2.50,55.00,Credit,Interac Debit,8957,,completed
591,#043,2026-05-07,2026-05-07 18:29:11,2026-05-07 19:29:11,dine_in,9,3,4,74.50,0.00,,3.73,7.45,85.68,Cash,,,,completed
592,#044,2026-05-07,2026-05-07 18:02:10,2026-05-07 18:41:10,dine_in,13,2,10,37.00,0.00,,1.85,6.66,45.51,Debit,Interac Debit,2755,,completed
593,#045,2026-05-07,2026-05-07 18:37:22,2026-05-07 19:35:22,dine_in,2,2,6,56.25,0.00,,2.81,8.44,67.50,Cash,,,,completed
594,#046,2026-05-07,2026-05-07 18:15:34,2026-05-07 19:09:34,dine_in,5,4,2,102.25,0.00,,5.11,18.40,125.76,Debit,Interac Debit,0887,,completed
595,#047,2026-05-07,2026-05-07 18:48:29,2026-05-07 19:09:29,takeout,,4,6,130.75,0.00,,6.54,13.08,150.37,Mobile,Apple Pay,5057,,completed
596,#048,2026-05-07,2026-05-07 18:06:16,2026-05-07 18:55:16,dine_in,12,2,10,42.50,0.00,,2.12,8.50,53.12,Mobile,Apple Pay,5630,,completed
597,#049,2026-05-07,2026-05-07 18:55:41,2026-05-07 19:10:41,takeout,,2,10,76.00,0.00,,3.80,0.00,79.80,Credit,Mastercard,9941,,completed
598,#050,2026-05-07,2026-05-07 18:42:01,2026-05-07 18:48:01,delivery,,3,7,90.50,0.00,,4.53,0.00,95.03,Credit,Mastercard,1893,SkipTheDishes,completed
599,#051,2026-05-07,2026-05-07 18:52:21,2026-05-07 20:05:21,dine_in,5,1,6,24.50,0.00,,1.23,3.67,29.40,Cash,,,,completed
600,#052,2026-05-07,2026-05-07 18:26:50,2026-05-07 19:37:50,dine_in,8,3,2,91.25,0.00,,4.56,13.69,109.50,Debit,Interac Debit,6917,,completed
601,#053,2026-05-07,2026-05-07 18:27:11,2026-05-07 19:24:11,dine_in,8,3,4,113.75,0.00,,5.69,22.75,142.19,Credit,Visa,8440,,completed
602,#054,2026-05-07,2026-05-07 18:07:20,2026-05-07 19:14:20,dine_in,4,3,7,89.00,0.00,,4.45,13.35,106.80,Debit,Interac Debit,6568,,completed
603,#055,2026-05-07,2026-05-07 19:12:48,2026-05-07 19:24:48,delivery,,4,4,95.00,0.00,,4.75,0.00,99.75,Debit,Interac Debit,5013,DoorDash,completed
604,#056,2026-05-07,2026-05-07 19:31:41,2026-05-07 19:43:41,delivery,,1,2,30.00,0.00,,1.50,0.00,31.50,Mobile,Apple Pay,7636,UberEats,completed
605,#057,2026-05-07,2026-05-07 19:54:01,2026-05-07 21:04:01,dine_in,3,1,4,21.50,0.00,,1.07,4.30,26.87,Debit,Interac Debit,1579,,completed
606,#058,2026-05-07,2026-05-07 19:04:46,2026-05-07 19:15:46,delivery,,2,6,60.25,9.04,Yelp check-in,2.56,0.00,0.00,Cash,,,DoorDash,voided
607,#059,2026-05-07,2026-05-07 19:14:02,2026-05-07 20:26:02,dine_in,5,3,6,82.25,0.00,,4.11,16.45,102.81,Cash,,,,completed
608,#060,2026-05-07,2026-05-07 19:13:36,2026-05-07 19:21:36,delivery,,1,8,20.00,10.00,Loyalty,0.50,0.00,10.50,Cash,,,UberEats,completed
609,#061,2026-05-07,2026-05-07 19:30:11,2026-05-07 19:42:11,takeout,,1,3,41.00,0.00,,2.05,4.10,47.15,Credit,Visa,8939,,completed
610,#062,2026-05-07,2026-05-07 19:35:02,2026-05-07 20:37:02,dine_in,12,2,3,52.00,0.00,,2.60,10.40,65.00,Debit,Interac Debit,7593,,completed
611,#063,2026-05-07,2026-05-07 19:55:45,2026-05-07 21:10:45,dine_in,3,2,6,48.50,0.00,,2.43,0.00,0.00,Cash,,,,voided
612,#064,2026-05-07,2026-05-07 19:05:09,2026-05-07 19:13:09,delivery,,2,3,58.75,0.00,,2.94,0.00,61.69,Mobile,Google Pay,3576,UberEats,completed
613,#065,2026-05-07,2026-05-07 19:06:38,2026-05-07 19:43:38,dine_in,6,3,4,96.50,0.00,,4.83,19.30,120.63,Cash,,,,completed
614,#066,2026-05-07,2026-05-07 19:23:47,2026-05-07 20:15:47,dine_in,7,2,2,60.00,0.00,,3.00,15.00,78.00,Mobile,Apple Pay,8874,,completed
615,#067,2026-05-07,2026-05-07 19:22:20,2026-05-07 19:43:20,takeout,,4,6,102.25,0.00,,5.11,0.00,107.36,Mobile,Apple Pay,5950,,completed
616,#068,2026-05-07,2026-05-07 19:19:56,2026-05-07 20:27:56,dine_in,11,1,6,22.00,0.00,,1.10,3.96,27.06,Mobile,Apple Pay,8326,,completed
617,#069,2026-05-07,2026-05-07 19:46:04,2026-05-07 20:13:04,takeout,,2,6,68.50,0.00,,3.43,0.00,71.93,Debit,Interac Debit,5897,,completed
618,#070,2026-05-07,2026-05-07 19:27:35,2026-05-07 19:43:35,takeout,,1,2,19.00,0.00,,0.95,0.00,19.95,Debit,Interac Debit,1439,,completed
619,#071,2026-05-07,2026-05-07 19:36:35,2026-05-07 20:40:35,dine_in,15,1,3,36.75,10.00,Google review promo,1.34,4.01,32.10,Debit,Interac Debit,9508,,completed
620,#072,2026-05-07,2026-05-07 19:05:45,2026-05-07 20:11:45,dine_in,9,4,4,92.75,0.00,,4.64,23.19,120.58,Cash,,,,completed
621,#073,2026-05-07,2026-05-07 19:33:13,2026-05-07 19:44:13,delivery,,4,10,115.00,0.00,,5.75,0.00,120.75,Debit,Interac Debit,5710,DoorDash,completed
622,#074,2026-05-07,2026-05-07 19:56:53,2026-05-07 20:10:53,delivery,,2,4,62.00,0.00,,3.10,0.00,65.10,Debit,Interac Debit,0151,SkipTheDishes,completed
623,#075,2026-05-07,2026-05-07 19:34:13,2026-05-07 20:38:13,dine_in,14,3,4,88.75,0.00,,4.44,22.19,115.38,Mobile,Google Pay,7392,,completed
624,#076,2026-05-07,2026-05-07 19:57:02,2026-05-07 20:51:02,dine_in,8,2,2,56.50,0.00,,2.83,11.30,70.63,Mobile,Apple Pay,0919,,completed
625,#077,2026-05-07,2026-05-07 20:26:32,2026-05-07 21:05:32,dine_in,1,1,3,44.00,0.00,,2.20,7.92,54.12,Debit,Interac Debit,6804,,completed
626,#078,2026-05-07,2026-05-07 20:14:11,2026-05-07 20:59:11,dine_in,10,5,4,126.25,0.00,,6.31,18.94,151.50,Credit,Visa,2942,,completed
627,#079,2026-05-07,2026-05-07 20:41:59,2026-05-07 21:38:59,dine_in,8,2,4,44.00,0.00,,2.20,6.60,52.80,Cash,,,,completed
628,#080,2026-05-07,2026-05-07 20:24:41,2026-05-07 20:31:41,delivery,,3,10,85.50,0.00,,4.28,0.00,89.78,Debit,Interac Debit,7833,SkipTheDishes,completed
629,#001,2026-05-08,2026-05-08 11:27:24,2026-05-08 11:33:24,delivery,,2,1,46.00,0.00,,2.30,0.00,48.30,Debit,Interac Debit,9635,UberEats,completed
630,#002,2026-05-08,2026-05-08 11:20:32,2026-05-08 12:04:32,dine_in,7,4,3,99.50,0.00,,4.98,9.95,114.43,Credit,Mastercard,7864,,completed
631,#003,2026-05-08,2026-05-08 11:17:07,2026-05-08 11:57:07,dine_in,9,4,6,104.25,0.00,,5.21,18.77,128.23,Debit,Interac Debit,3881,,completed
632,#004,2026-05-08,2026-05-08 11:06:23,2026-05-08 11:19:23,delivery,,1,7,27.00,0.00,,1.35,0.00,28.35,Cash,,,DoorDash,completed
633,#005,2026-05-08,2026-05-08 11:14:41,2026-05-08 12:10:41,dine_in,11,1,1,22.50,0.00,,1.12,3.38,27.00,Credit,Visa,7714,,completed
634,#006,2026-05-08,2026-05-08 11:01:46,2026-05-08 11:42:46,dine_in,9,2,4,68.50,0.00,,3.43,12.33,84.26,Credit,Visa,9429,,completed
635,#007,2026-05-08,2026-05-08 11:14:57,2026-05-08 12:13:57,dine_in,3,2,5,52.00,0.00,,2.60,9.36,63.96,Credit,Visa,8939,,completed
636,#008,2026-05-08,2026-05-08 11:54:24,2026-05-08 12:18:24,takeout,,3,2,83.50,0.00,,4.17,0.00,87.67,Mobile,Apple Pay,9213,,completed
637,#009,2026-05-08,2026-05-08 11:29:34,2026-05-08 12:27:34,dine_in,5,2,1,67.00,0.00,,3.35,10.05,80.40,Cash,,,,completed
638,#010,2026-05-08,2026-05-08 12:36:09,2026-05-08 13:22:09,dine_in,8,1,2,26.50,0.00,,1.33,5.30,33.13,Credit,Visa,9716,,completed
639,#011,2026-05-08,2026-05-08 12:36:52,2026-05-08 13:06:52,takeout,,1,7,26.50,0.00,,1.33,3.97,31.80,Cash,,,,completed
640,#012,2026-05-08,2026-05-08 12:58:01,2026-05-08 13:06:01,delivery,,2,3,47.50,0.00,,2.38,0.00,49.88,Credit,Visa,2796,SkipTheDishes,completed
641,#013,2026-05-08,2026-05-08 12:56:57,2026-05-08 14:09:57,dine_in,7,1,5,39.75,0.00,,1.99,7.95,49.69,Credit,Interac Debit,8338,,completed
642,#014,2026-05-08,2026-05-08 12:24:49,2026-05-08 13:22:49,dine_in,3,2,6,52.50,0.00,,2.62,7.88,63.00,Cash,,,,completed
643,#015,2026-05-08,2026-05-08 12:38:56,2026-05-08 12:51:56,takeout,,1,3,24.50,0.00,,1.23,2.45,28.18,Credit,Visa,9687,,completed
644,#016,2026-05-08,2026-05-08 12:45:06,2026-05-08 12:56:06,delivery,,2,1,49.00,0.00,,2.45,0.00,51.45,Cash,,,SkipTheDishes,completed
645,#017,2026-05-08,2026-05-08 12:52:04,2026-05-08 13:49:04,dine_in,10,2,4,44.25,0.00,,2.21,8.85,55.31,Debit,Interac Debit,8333,,completed
646,#018,2026-05-08,2026-05-08 12:00:07,2026-05-08 12:16:07,takeout,,1,8,23.00,0.00,,1.15,1.15,25.30,Mobile,Google Pay,6396,,completed
647,#019,2026-05-08,2026-05-08 12:56:48,2026-05-08 13:32:48,dine_in,8,4,8,88.75,0.00,,4.44,17.75,110.94,Cash,,,,completed
648,#020,2026-05-08,2026-05-08 12:46:07,2026-05-08 13:06:07,takeout,,1,8,22.50,0.00,,1.12,0.00,23.62,Credit,Visa,8682,,completed
649,#021,2026-05-08,2026-05-08 13:27:36,2026-05-08 14:27:36,dine_in,1,2,5,43.00,0.00,,2.15,6.45,51.60,Credit,Mastercard,6043,,completed
650,#022,2026-05-08,2026-05-08 13:51:26,2026-05-08 14:40:26,dine_in,13,2,5,49.50,0.00,,2.48,9.90,61.88,Debit,Interac Debit,0227,,completed
651,#023,2026-05-08,2026-05-08 13:14:36,2026-05-08 13:25:36,delivery,,1,2,38.00,19.00,Staff meal 50%,0.95,0.00,19.95,Mobile,Google Pay,9380,SkipTheDishes,completed
652,#024,2026-05-08,2026-05-08 13:56:36,2026-05-08 15:02:36,dine_in,4,1,4,23.50,0.00,,1.18,4.70,29.38,Debit,Interac Debit,8960,,completed
653,#025,2026-05-08,2026-05-08 13:59:52,2026-05-08 15:11:52,dine_in,1,2,2,56.75,0.00,,2.84,8.51,68.10,Credit,Interac Debit,3335,,completed
654,#026,2026-05-08,2026-05-08 13:06:58,2026-05-08 13:14:58,delivery,,3,4,100.00,0.00,,5.00,0.00,105.00,Debit,Interac Debit,7797,DoorDash,completed
655,#027,2026-05-08,2026-05-08 13:18:04,2026-05-08 13:33:04,delivery,,1,5,45.00,0.00,,2.25,0.00,47.25,Credit,Mastercard,3973,DoorDash,completed
656,#028,2026-05-08,2026-05-08 13:34:58,2026-05-08 14:35:58,dine_in,14,3,8,97.25,0.00,,4.86,17.50,119.61,Credit,Visa,6419,,completed
657,#029,2026-05-08,2026-05-08 14:41:33,2026-05-08 15:02:33,takeout,,1,8,20.50,0.00,,1.03,0.00,21.53,Mobile,Google Pay,2019,,completed
658,#030,2026-05-08,2026-05-08 14:00:36,2026-05-08 14:49:36,dine_in,6,3,6,74.00,0.00,,3.70,7.40,85.10,Cash,,,,completed
659,#031,2026-05-08,2026-05-08 14:50:10,2026-05-08 14:58:10,delivery,,1,8,21.75,0.00,,1.09,0.00,22.84,Cash,,,SkipTheDishes,completed
660,#032,2026-05-08,2026-05-08 14:39:45,2026-05-08 14:53:45,takeout,,2,4,64.00,0.00,,3.20,0.00,67.20,Debit,Interac Debit,9822,,completed
661,#033,2026-05-08,2026-05-08 14:21:22,2026-05-08 15:26:22,dine_in,1,2,7,50.50,0.00,,2.53,10.10,63.13,Debit,Interac Debit,4399,,completed
662,#034,2026-05-08,2026-05-08 14:12:09,2026-05-08 15:09:09,dine_in,8,3,8,77.50,0.00,,3.88,7.75,89.13,Debit,Interac Debit,2797,,completed
663,#035,2026-05-08,2026-05-08 14:51:29,2026-05-08 15:06:29,delivery,,3,2,76.75,0.00,,3.84,0.00,80.59,Credit,Mastercard,1911,UberEats,completed
664,#036,2026-05-08,2026-05-08 15:48:38,2026-05-08 16:25:38,dine_in,7,3,6,88.50,0.00,,4.42,0.00,0.00,Debit,Interac Debit,5736,,voided
665,#037,2026-05-08,2026-05-08 15:12:38,2026-05-08 15:23:38,delivery,,2,3,52.00,0.00,,2.60,0.00,54.60,Cash,,,DoorDash,completed
666,#038,2026-05-08,2026-05-08 16:06:10,2026-05-08 17:20:10,dine_in,14,2,7,55.75,0.00,,2.79,11.15,69.69,Credit,Mastercard,5013,,completed
667,#039,2026-05-08,2026-05-08 16:13:36,2026-05-08 17:00:36,dine_in,14,4,2,91.00,0.00,,4.55,13.65,109.20,Credit,Visa,2827,,completed
668,#040,2026-05-08,2026-05-08 16:18:39,2026-05-08 16:26:39,delivery,,1,1,24.50,0.00,,1.23,0.00,25.73,Debit,Interac Debit,3019,DoorDash,completed
669,#041,2026-05-08,2026-05-08 16:42:37,2026-05-08 17:19:37,dine_in,12,2,5,64.00,0.00,,3.20,11.52,78.72,Cash,,,,completed
670,#042,2026-05-08,2026-05-08 16:41:27,2026-05-08 17:18:27,dine_in,9,3,1,71.00,0.00,,3.55,17.75,92.30,Debit,Interac Debit,2623,,completed
671,#043,2026-05-08,2026-05-08 16:37:25,2026-05-08 17:29:25,dine_in,14,4,2,94.50,0.00,,4.73,14.17,113.40,Debit,Interac Debit,7035,,completed
672,#044,2026-05-08,2026-05-08 16:00:32,2026-05-08 17:05:32,dine_in,9,3,7,79.50,0.00,,3.98,15.90,99.38,Debit,Interac Debit,6422,,completed
673,#045,2026-05-08,2026-05-08 16:03:27,2026-05-08 17:15:27,dine_in,13,2,8,70.25,0.00,,3.51,12.64,86.40,Credit,Mastercard,1741,,completed
674,#046,2026-05-08,2026-05-08 17:45:05,2026-05-08 18:00:05,delivery,,1,8,28.50,0.00,,1.43,0.00,29.93,Credit,Visa,0559,DoorDash,completed
675,#047,2026-05-08,2026-05-08 17:47:15,2026-05-08 18:54:15,dine_in,10,2,7,64.00,0.00,,3.20,9.60,76.80,Debit,Interac Debit,7281,,completed
676,#048,2026-05-08,2026-05-08 17:13:01,2026-05-08 17:34:01,takeout,,2,1,62.50,0.00,,3.12,0.00,65.62,Credit,Visa,1385,,completed
677,#049,2026-05-08,2026-05-08 17:29:35,2026-05-08 17:37:35,delivery,,1,1,31.25,0.00,,1.56,0.00,32.81,Credit,Visa,9621,DoorDash,completed
678,#050,2026-05-08,2026-05-08 17:50:12,2026-05-08 18:05:12,delivery,,3,8,67.00,0.00,,3.35,0.00,70.35,Debit,Interac Debit,6523,UberEats,completed
679,#051,2026-05-08,2026-05-08 17:55:19,2026-05-08 18:52:19,dine_in,13,3,4,86.00,0.00,,4.30,12.90,103.20,Cash,,,,completed
680,#052,2026-05-08,2026-05-08 17:56:27,2026-05-08 19:10:27,dine_in,1,1,7,21.75,0.00,,1.09,3.92,26.76,Debit,Interac Debit,7103,,completed
681,#053,2026-05-08,2026-05-08 17:26:58,2026-05-08 18:01:58,dine_in,5,2,1,60.00,0.00,,3.00,12.00,75.00,Cash,,,,completed
682,#054,2026-05-08,2026-05-08 17:16:25,2026-05-08 18:28:25,dine_in,8,1,8,27.50,0.00,,1.38,5.50,34.38,Credit,Interac Debit,6328,,completed
683,#055,2026-05-08,2026-05-08 17:31:50,2026-05-08 18:43:50,dine_in,5,2,4,56.25,0.00,,2.81,8.44,67.50,Credit,Interac Debit,8852,,completed
684,#056,2026-05-08,2026-05-08 18:01:04,2026-05-08 18:29:04,takeout,,4,8,118.00,0.00,,5.90,5.90,129.80,Debit,Interac Debit,8102,,completed
685,#057,2026-05-08,2026-05-08 18:15:03,2026-05-08 18:43:03,takeout,,1,3,18.00,0.00,,0.90,0.00,18.90,Mobile,Google Pay,2999,,completed
686,#058,2026-05-08,2026-05-08 18:13:55,2026-05-08 18:58:55,dine_in,5,2,8,39.00,0.00,,1.95,7.80,48.75,Mobile,Google Pay,2051,,completed
687,#059,2026-05-08,2026-05-08 18:47:31,2026-05-08 19:53:31,dine_in,3,2,8,49.00,0.00,,2.45,8.82,60.27,Debit,Interac Debit,9156,,completed
688,#060,2026-05-08,2026-05-08 18:27:11,2026-05-08 18:37:11,delivery,,1,4,22.50,0.00,,1.12,0.00,23.62,Credit,Mastercard,4183,DoorDash,completed
689,#061,2026-05-08,2026-05-08 18:43:22,2026-05-08 18:59:22,takeout,,2,5,67.50,0.00,,3.38,6.75,77.63,Debit,Interac Debit,8608,,completed
690,#062,2026-05-08,2026-05-08 18:34:21,2026-05-08 19:45:21,dine_in,9,4,1,141.75,0.00,,7.09,25.52,174.36,Cash,,,,completed
691,#063,2026-05-08,2026-05-08 18:28:57,2026-05-08 18:48:57,takeout,,2,1,45.00,0.00,,2.25,0.00,47.25,Cash,,,,completed
692,#064,2026-05-08,2026-05-08 18:22:59,2026-05-08 18:52:59,takeout,,1,1,27.00,0.00,,1.35,1.35,29.70,Cash,,,,completed
693,#065,2026-05-08,2026-05-08 18:08:18,2026-05-08 18:37:18,takeout,,1,1,31.75,0.00,,1.59,0.00,33.34,Cash,,,,completed
694,#066,2026-05-08,2026-05-08 18:14:54,2026-05-08 18:57:54,dine_in,6,2,5,40.00,0.00,,2.00,8.00,50.00,Debit,Interac Debit,6897,,completed
695,#067,2026-05-08,2026-05-08 18:23:04,2026-05-08 18:34:04,delivery,,3,5,89.25,0.00,,4.46,0.00,93.71,Cash,,,DoorDash,completed
696,#068,2026-05-08,2026-05-08 18:58:27,2026-05-08 20:01:27,dine_in,9,2,1,69.00,0.00,,3.45,13.80,86.25,Credit,Amex,1131,,completed
697,#069,2026-05-08,2026-05-08 18:01:18,2026-05-08 18:45:18,dine_in,5,2,1,47.50,0.00,,2.38,8.55,58.43,Debit,Interac Debit,5345,,completed
698,#070,2026-05-08,2026-05-08 18:36:40,2026-05-08 19:06:40,takeout,,3,3,86.50,0.00,,4.33,8.65,99.48,Credit,Mastercard,3035,,completed
