order_item_id,order_id,menu_item_id,item_name,category,quantity,unit_price,modifier,line_total
4590,825,18,King Oyster Mushroom Gaylan,Veggie & Tofu,1,20.00,Extra Spicy,20.00
4591,825,47,Coconut Rice,Sides,1,3.00,,3.00
4592,825,39,Nasi Goreng,Rice & Noodles,1,18.00,,18.00
4593,825,71,Fried Banana with Coconut Ice Cream,Desserts,1,13.00,,13.00
4594,826,32,General Tao Chicken,Plant-Based Meat,1,21.00,Gluten Friendly,21.00
4595,826,47,Coconut Rice,Sides,1,3.00,,3.00
4596,826,65,Iced Passion Fruit Green Tea,Drinks,1,7.00,,7.00
4597,826,14,Spicy Curry Noodle Soup,Soups,1,18.00,Sauce on Side,18.00
4598,826,26,Chili Tofu,Veggie & Tofu,1,19.00,,19.00
4599,826,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4600,826,10,Bean Curd Drumsticks,Starters,1,13.00,,13.00
4601,827,33,Curry Chicken,Plant-Based Meat,1,22.00,Sauce on Side,22.00
4602,827,67,Raspberry Lime Italian Soda,Drinks,1,6.50,,6.50
4603,827,42,Kwetiau Goreng,Rice & Noodles,1,19.00,,19.00
4604,827,62,Iced Lychee,Drinks,1,7.50,,7.50
4605,828,15,Padmanadi Vegetable Deluxe,Veggie & Tofu,1,19.00,,19.00
4606,828,47,Coconut Rice,Sides,1,3.00,,3.00
4607,828,40,Bakmi Goreng,Rice & Noodles,1,19.00,,19.00
4608,828,51,Soy Latte,Coffee,1,5.50,,5.50
4609,829,16,Chili Green Beans,Veggie & Tofu,1,19.00,,19.00
4610,829,75,Extra Tofu,Extras,1,4.00,,4.00
4611,829,56,Organic Tea,Tea,1,3.50,,3.50
4612,829,22,Pan-Fried Broccoli & Cauliflower,Veggie & Tofu,1,18.00,No Onion,18.00
4613,829,47,Coconut Rice,Sides,1,3.00,,3.00
4614,829,40,Bakmi Goreng,Rice & Noodles,1,19.00,,19.00
4615,829,51,Soy Latte,Coffee,1,5.50,,5.50
4616,829,14,Spicy Curry Noodle Soup,Soups,1,18.00,,18.00
4617,829,52,Soy Mocha,Coffee,1,6.00,,6.00
4618,829,9,Crispy Chicken Strips,Starters,1,13.00,,13.00
4619,830,33,Curry Chicken,Plant-Based Meat,1,22.00,,22.00
4620,830,50,Americano,Coffee,1,4.50,,4.50
4621,830,36,Spicy Shrimp,Plant-Based Meat,1,20.00,,20.00
4622,830,46,Jasmine Rice,Sides,1,2.75,,2.75
4623,830,39,Nasi Goreng,Rice & Noodles,1,18.00,,18.00
4624,830,34,Curry Mutton,Plant-Based Meat,1,22.00,,22.00
4625,830,15,Padmanadi Vegetable Deluxe,Veggie & Tofu,1,19.00,,19.00
4626,830,46,Jasmine Rice,Sides,1,2.75,,2.75
4627,830,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4628,830,43,Singapore Noodle,Rice & Noodles,1,19.00,,19.00
4629,831,12,Wonton Soup,Soups,1,18.00,,18.00
4630,831,59,Hot Chocolate,Tea,1,5.00,,5.00
4631,831,12,Wonton Soup,Soups,1,18.00,,18.00
4632,831,50,Americano,Coffee,1,4.50,,4.50
4633,831,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,Less Spicy,19.00
4634,831,47,Coconut Rice,Sides,1,3.00,,3.00
4635,831,23,Curry Vegetables & Tofu,Veggie & Tofu,1,20.00,,20.00
4636,831,55,Decaf Coffee,Coffee,1,4.50,,4.50
4637,831,7,Roti Canai,Starters,1,13.00,,13.00
4638,831,7,Roti Canai,Starters,1,13.00,,13.00
4639,831,69,Cheesecake,Desserts,1,11.00,,11.00
4640,831,69,Cheesecake,Desserts,1,11.00,,11.00
4641,832,36,Spicy Shrimp,Plant-Based Meat,1,20.00,No Peanuts,20.00
4642,832,75,Extra Tofu,Extras,1,4.00,,4.00
4643,832,20,Spicy Coconut Eggplant,Veggie & Tofu,1,18.00,,18.00
4644,833,25,Mushroom Tofu,Veggie & Tofu,1,19.00,Gluten Friendly,19.00
4645,833,74,Extra Protein,Extras,1,5.00,,5.00
4646,833,63,Iced Pineapple,Drinks,1,7.50,,7.50
4647,833,33,Curry Chicken,Plant-Based Meat,1,22.00,No Onion,22.00
4648,833,4,Satay with Peanut Sauce (3pc),Starters,1,10.00,,10.00
4649,834,28,Ginger Beef,Plant-Based Meat,1,21.00,No Peanuts,21.00
4650,834,48,Brown Rice,Sides,1,3.00,,3.00
4651,834,54,Iced Brown Sugar Oat Latte,Coffee,1,6.50,,6.50
4652,834,41,Bihun Goreng,Rice & Noodles,1,18.00,,18.00
4653,834,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4654,834,3,Satay with Peanut Sauce (1pc),Starters,1,3.00,,3.00
4655,835,30,Sweet & Sour Chicken,Plant-Based Meat,1,19.00,No Cilantro,19.00
4656,835,22,Pan-Fried Broccoli & Cauliflower,Veggie & Tofu,1,18.00,No Cilantro,18.00
4657,835,47,Coconut Rice,Sides,1,3.00,,3.00
4658,835,54,Iced Brown Sugar Oat Latte,Coffee,1,6.50,,6.50
4659,835,28,Ginger Beef,Plant-Based Meat,1,21.00,Extra Sauce,21.00
4660,835,46,Jasmine Rice,Sides,1,2.75,,2.75
4661,835,63,Iced Pineapple,Drinks,1,7.50,,7.50
4662,835,26,Chili Tofu,Veggie & Tofu,1,19.00,,19.00
4663,835,46,Jasmine Rice,Sides,1,2.75,,2.75
4664,836,23,Curry Vegetables & Tofu,Veggie & Tofu,1,20.00,,20.00
4665,836,56,Organic Tea,Tea,1,3.50,,3.50
4666,836,30,Sweet & Sour Chicken,Plant-Based Meat,1,19.00,,19.00
4667,836,35,Sweet & Sour Shrimp,Plant-Based Meat,1,20.00,Gluten Friendly,20.00
4668,836,59,Hot Chocolate,Tea,1,5.00,,5.00
4669,836,44,Lemongrass Vermicelli Bowl,Rice & Noodles,1,20.00,No Mushrooms,20.00
4670,836,22,Pan-Fried Broccoli & Cauliflower,Veggie & Tofu,1,18.00,No Mushrooms,18.00
4671,836,9,Crispy Chicken Strips,Starters,1,13.00,,13.00
4672,836,70,Panna Cotta,Desserts,1,9.00,,9.00
4673,837,13,Tom Yum Soup,Soups,1,18.00,No Onion,18.00
4674,837,79,Add Noodles (Soup),Extras,1,3.00,,3.00
4675,837,8,Breaded Cauliflower Bites,Starters,1,13.00,,13.00
4676,838,28,Ginger Beef,Plant-Based Meat,1,21.00,,21.00
4677,839,49,Lunch Special,Lunch Special,1,18.00,Entree: Kung Pao Chicken,18.00
4678,839,56,Organic Tea,Tea,1,3.50,,3.50
4679,839,49,Lunch Special,Lunch Special,1,18.00,Entree: Chili Tofu,18.00
4680,839,51,Soy Latte,Coffee,1,5.50,,5.50
4681,839,71,Fried Banana with Coconut Ice Cream,Desserts,1,13.00,,13.00
4682,839,73,Chocolate Mousse,Desserts,1,9.00,,9.00
4683,840,34,Curry Mutton,Plant-Based Meat,1,22.00,Less Spicy,22.00
4684,840,47,Coconut Rice,Sides,1,3.00,,3.00
4685,840,62,Iced Lychee,Drinks,1,7.50,,7.50
4686,840,49,Lunch Special,Lunch Special,1,18.00,Entree: Sweet & Sour Nuggets,18.00
4687,840,77,Sub Coconut Rice (+1),Extras,1,1.00,,1.00
4688,840,3,Satay with Peanut Sauce (1pc),Starters,1,3.00,,3.00
4689,840,69,Cheesecake,Desserts,1,11.00,,11.00
4690,840,69,Cheesecake,Desserts,1,11.00,,11.00
4691,841,39,Nasi Goreng,Rice & Noodles,1,18.00,Extra Spicy,18.00
4692,841,67,Raspberry Lime Italian Soda,Drinks,1,6.50,,6.50
4693,841,49,Lunch Special,Lunch Special,1,18.00,Entree: Sweet & Sour Chicken,18.00
4694,841,32,General Tao Chicken,Plant-Based Meat,1,21.00,,21.00
4695,841,56,Organic Tea,Tea,1,3.50,,3.50
4696,841,9,Crispy Chicken Strips,Starters,1,13.00,,13.00
4697,842,13,Tom Yum Soup,Soups,1,18.00,Extra Sauce,18.00
4698,842,53,Vegan Iced Coffee,Coffee,1,5.50,,5.50
4699,842,36,Spicy Shrimp,Plant-Based Meat,1,20.00,No Mushrooms,20.00
4700,842,46,Jasmine Rice,Sides,1,2.75,,2.75
4701,842,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4702,843,49,Lunch Special,Lunch Special,1,18.00,Entree: Curried Tofu w/ Vegetables,18.00
4703,843,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4704,843,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,No Peanuts,19.00
4705,843,48,Brown Rice,Sides,1,3.00,,3.00
4706,844,44,Lemongrass Vermicelli Bowl,Rice & Noodles,1,20.00,,20.00
4707,844,30,Sweet & Sour Chicken,Plant-Based Meat,1,19.00,Extra Spicy,19.00
4708,844,48,Brown Rice,Sides,1,3.00,,3.00
4709,844,49,Lunch Special,Lunch Special,1,18.00,Entree: Curried Tofu w/ Vegetables,18.00
4710,844,78,Sub Brown Rice (+1),Extras,1,1.00,,1.00
4711,844,60,Matcha Latte,Tea,1,6.50,,6.50
4712,845,38,Rendang,Plant-Based Meat,1,20.00,Sauce on Side,20.00
4713,845,46,Jasmine Rice,Sides,1,2.75,,2.75
4714,845,57,Soy Chai Latte,Tea,1,5.50,,5.50
4715,845,28,Ginger Beef,Plant-Based Meat,1,21.00,Less Spicy,21.00
4716,845,48,Brown Rice,Sides,1,3.00,,3.00
4717,845,64,Sparkling Yuzu,Drinks,1,8.50,,8.50
4718,845,49,Lunch Special,Lunch Special,1,18.00,Entree: Padmanadi Veg Deluxe,18.00
4719,845,62,Iced Lychee,Drinks,1,7.50,,7.50
4720,846,19,Savory Eggplant,Veggie & Tofu,1,18.00,,18.00
4721,846,47,Coconut Rice,Sides,1,3.00,,3.00
4722,847,49,Lunch Special,Lunch Special,1,18.00,Entree: Spicy Nuggets,18.00
4723,848,28,Ginger Beef,Plant-Based Meat,1,21.00,Allergy: Nuts,21.00
4724,848,50,Americano,Coffee,1,4.50,,4.50
4725,848,45,Bali Buddha Bowl,Rice & Noodles,1,18.00,,18.00
4726,848,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4727,848,32,General Tao Chicken,Plant-Based Meat,1,21.00,Sauce on Side,21.00
4728,849,33,Curry Chicken,Plant-Based Meat,1,22.00,Gluten Friendly,22.00
4729,849,59,Hot Chocolate,Tea,1,5.00,,5.00
4730,849,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,,19.00
4731,849,60,Matcha Latte,Tea,1,6.50,,6.50
4732,850,44,Lemongrass Vermicelli Bowl,Rice & Noodles,1,20.00,No Peanuts,20.00
4733,850,54,Iced Brown Sugar Oat Latte,Coffee,1,6.50,,6.50
4734,850,49,Lunch Special,Lunch Special,1,18.00,Entree: Chili Tofu,18.00
4735,850,55,Decaf Coffee,Coffee,1,4.50,,4.50
4736,850,33,Curry Chicken,Plant-Based Meat,1,22.00,,22.00
4737,850,48,Brown Rice,Sides,1,3.00,,3.00
4738,850,57,Soy Chai Latte,Tea,1,5.50,,5.50
4739,851,49,Lunch Special,Lunch Special,1,18.00,Entree: Curry Mutton,18.00
4740,851,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4741,851,49,Lunch Special,Lunch Special,1,18.00,Entree: Curried Tofu w/ Vegetables,18.00
4742,851,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4743,851,41,Bihun Goreng,Rice & Noodles,1,18.00,,18.00
4744,851,54,Iced Brown Sugar Oat Latte,Coffee,1,6.50,,6.50
4745,851,72,Vegan Ice Cream,Desserts,1,7.00,,7.00
4746,852,49,Lunch Special,Lunch Special,1,18.00,Entree: Sweet & Sour Nuggets,18.00
4747,852,64,Sparkling Yuzu,Drinks,1,8.50,,8.50
4748,852,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,Less Spicy,20.00
4749,852,52,Soy Mocha,Coffee,1,6.00,,6.00
4750,852,49,Lunch Special,Lunch Special,1,18.00,Entree: Kung Pao Chicken,18.00
4751,852,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,,19.00
4752,852,63,Iced Pineapple,Drinks,1,7.50,,7.50
4753,853,40,Bakmi Goreng,Rice & Noodles,1,19.00,,19.00
4754,853,59,Hot Chocolate,Tea,1,5.00,,5.00
4755,853,49,Lunch Special,Lunch Special,1,18.00,Entree: Rendang,18.00
4756,853,49,Lunch Special,Lunch Special,1,18.00,Entree: Curry Chicken,18.00
4757,853,59,Hot Chocolate,Tea,1,5.00,,5.00
4758,853,49,Lunch Special,Lunch Special,1,18.00,Entree: Spicy Nuggets,18.00
4759,853,28,Ginger Beef,Plant-Based Meat,1,21.00,Less Spicy,21.00
4760,853,46,Jasmine Rice,Sides,1,2.75,,2.75
4761,853,50,Americano,Coffee,1,4.50,,4.50
4762,853,49,Lunch Special,Lunch Special,1,18.00,Entree: Rendang,18.00
4763,853,49,Lunch Special,Lunch Special,1,18.00,Entree: Spicy Nuggets,18.00
4764,853,49,Lunch Special,Lunch Special,1,18.00,Entree: Ginger Beef,18.00
4765,853,59,Hot Chocolate,Tea,1,5.00,,5.00
4766,853,1,Vegetable Spring Rolls (3pc),Starters,1,6.00,,6.00
4767,853,1,Vegetable Spring Rolls (3pc),Starters,1,6.00,,6.00
4768,853,71,Fried Banana with Coconut Ice Cream,Desserts,1,13.00,,13.00
4769,853,69,Cheesecake,Desserts,1,11.00,,11.00
4770,854,28,Ginger Beef,Plant-Based Meat,1,21.00,Gluten Friendly,21.00
4771,854,46,Jasmine Rice,Sides,1,2.75,,2.75
4772,854,60,Matcha Latte,Tea,1,6.50,,6.50
4773,854,49,Lunch Special,Lunch Special,1,18.00,Entree: Curry Chicken,18.00
4774,854,77,Sub Coconut Rice (+1),Extras,1,1.00,,1.00
4775,854,51,Soy Latte,Coffee,1,5.50,,5.50
4776,854,71,Fried Banana with Coconut Ice Cream,Desserts,1,13.00,,13.00
4777,854,69,Cheesecake,Desserts,1,11.00,,11.00
4778,855,28,Ginger Beef,Plant-Based Meat,1,21.00,No Cilantro,21.00
4779,855,46,Jasmine Rice,Sides,1,2.75,,2.75
4780,855,60,Matcha Latte,Tea,1,6.50,,6.50
4781,855,49,Lunch Special,Lunch Special,1,18.00,Entree: Curry Chicken,18.00
4782,855,61,Iced Oat Strawberry Matcha,Tea,1,8.50,,8.50
4783,855,44,Lemongrass Vermicelli Bowl,Rice & Noodles,1,20.00,No Peanuts,20.00
4784,855,64,Sparkling Yuzu,Drinks,1,8.50,,8.50
4785,856,28,Ginger Beef,Plant-Based Meat,1,21.00,,21.00
4786,856,46,Jasmine Rice,Sides,1,2.75,,2.75
4787,856,59,Hot Chocolate,Tea,1,5.00,,5.00
4788,857,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,Gluten Friendly,20.00
4789,857,53,Vegan Iced Coffee,Coffee,1,5.50,,5.50
4790,857,43,Singapore Noodle,Rice & Noodles,1,19.00,,19.00
4791,857,64,Sparkling Yuzu,Drinks,1,8.50,,8.50
4792,857,49,Lunch Special,Lunch Special,1,18.00,Entree: Curried Tofu w/ Vegetables,18.00
4793,857,72,Vegan Ice Cream,Desserts,1,7.00,,7.00
4794,858,39,Nasi Goreng,Rice & Noodles,1,18.00,,18.00
4795,858,57,Soy Chai Latte,Tea,1,5.50,,5.50
4796,858,49,Lunch Special,Lunch Special,1,18.00,Entree: Ginger Beef,18.00
4797,858,6,Gado Gado,Starters,1,14.00,,14.00
4798,859,17,Spicy String Beans,Veggie & Tofu,1,19.00,,19.00
4799,859,68,Iced Blackberry Hibiscus Tea,Drinks,1,7.00,,7.00
4800,859,49,Lunch Special,Lunch Special,1,18.00,Entree: Teriyaki Chicken,18.00
4801,860,49,Lunch Special,Lunch Special,1,18.00,Entree: Chili Tofu,18.00
4802,860,49,Lunch Special,Lunch Special,1,18.00,Entree: Kung Pao Chicken,18.00
4803,860,33,Curry Chicken,Plant-Based Meat,1,22.00,Extra Sauce,22.00
4804,860,34,Curry Mutton,Plant-Based Meat,1,22.00,Less Spicy,22.00
4805,860,46,Jasmine Rice,Sides,1,2.75,,2.75
4806,860,59,Hot Chocolate,Tea,1,5.00,,5.00
4807,860,71,Fried Banana with Coconut Ice Cream,Desserts,1,13.00,,13.00
4808,861,49,Lunch Special,Lunch Special,1,18.00,Entree: Sweet & Sour Nuggets,18.00
4809,861,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,Allergy: Nuts,19.00
4810,861,74,Extra Protein,Extras,1,5.00,,5.00
4811,861,49,Lunch Special,Lunch Special,1,18.00,Entree: Ginger Beef,18.00
4812,861,73,Chocolate Mousse,Desserts,1,9.00,,9.00
4813,861,69,Cheesecake,Desserts,1,11.00,,11.00
4814,862,15,Padmanadi Vegetable Deluxe,Veggie & Tofu,1,19.00,,19.00
4815,862,46,Jasmine Rice,Sides,1,2.75,,2.75
4816,862,74,Extra Protein,Extras,1,5.00,,5.00
4817,862,28,Ginger Beef,Plant-Based Meat,1,21.00,,21.00
4818,862,48,Brown Rice,Sides,1,3.00,,3.00
4819,862,65,Iced Passion Fruit Green Tea,Drinks,1,7.00,,7.00
4820,862,25,Mushroom Tofu,Veggie & Tofu,1,19.00,,19.00
4821,862,47,Coconut Rice,Sides,1,3.00,,3.00
4822,862,43,Singapore Noodle,Rice & Noodles,1,19.00,No Onion,19.00
4823,862,49,Lunch Special,Lunch Special,1,18.00,Entree: Sweet & Sour Chicken,18.00
4824,862,50,Americano,Coffee,1,4.50,,4.50
4825,863,49,Lunch Special,Lunch Special,1,18.00,Entree: Curried Tofu w/ Vegetables,18.00
4826,863,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4827,863,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,,20.00
4828,863,46,Jasmine Rice,Sides,1,2.75,,2.75
4829,863,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4830,863,33,Curry Chicken,Plant-Based Meat,1,22.00,Extra Spicy,22.00
4831,863,41,Bihun Goreng,Rice & Noodles,1,18.00,No Peanuts,18.00
4832,863,74,Extra Protein,Extras,1,5.00,,5.00
4833,863,55,Decaf Coffee,Coffee,1,4.50,,4.50
4834,863,72,Vegan Ice Cream,Desserts,1,7.00,,7.00
4835,863,73,Chocolate Mousse,Desserts,1,9.00,,9.00
4836,864,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,Gluten Friendly,19.00
4837,864,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,,20.00
4838,864,46,Jasmine Rice,Sides,1,2.75,,2.75
4839,864,64,Sparkling Yuzu,Drinks,1,8.50,,8.50
4840,864,49,Lunch Special,Lunch Special,1,18.00,Entree: Chili Tofu,18.00
4841,864,5,Deep Fried Tofu,Starters,1,13.00,,13.00
4842,864,71,Fried Banana with Coconut Ice Cream,Desserts,1,13.00,,13.00
4843,865,28,Ginger Beef,Plant-Based Meat,1,21.00,Gluten Friendly,21.00
4844,865,23,Curry Vegetables & Tofu,Veggie & Tofu,1,20.00,,20.00
4845,865,53,Vegan Iced Coffee,Coffee,1,5.50,,5.50
4846,866,49,Lunch Special,Lunch Special,1,18.00,Entree: Teriyaki Chicken,18.00
4847,866,25,Mushroom Tofu,Veggie & Tofu,1,19.00,,19.00
4848,866,57,Soy Chai Latte,Tea,1,5.50,,5.50
4849,866,24,Tempeh Pulau,Veggie & Tofu,1,20.00,Extra Spicy,20.00
4850,867,33,Curry Chicken,Plant-Based Meat,1,22.00,No Onion,22.00
4851,867,46,Jasmine Rice,Sides,1,2.75,,2.75
4852,867,55,Decaf Coffee,Coffee,1,4.50,,4.50
4853,867,20,Spicy Coconut Eggplant,Veggie & Tofu,1,18.00,,18.00
4854,867,12,Wonton Soup,Soups,1,18.00,Extra Spicy,18.00
4855,867,60,Matcha Latte,Tea,1,6.50,,6.50
4856,867,20,Spicy Coconut Eggplant,Veggie & Tofu,1,18.00,No Cilantro,18.00
4857,867,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4858,867,9,Crispy Chicken Strips,Starters,1,13.00,,13.00
4859,868,44,Lemongrass Vermicelli Bowl,Rice & Noodles,1,20.00,Extra Spicy,20.00
4860,868,32,General Tao Chicken,Plant-Based Meat,1,21.00,Extra Spicy,21.00
4861,868,48,Brown Rice,Sides,1,3.00,,3.00
4862,869,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,Allergy: Nuts,20.00
4863,869,29,Dendeng,Plant-Based Meat,1,20.00,,20.00
4864,869,75,Extra Tofu,Extras,1,4.00,,4.00
4865,869,62,Iced Lychee,Drinks,1,7.50,,7.50
4866,869,69,Cheesecake,Desserts,1,11.00,,11.00
4867,869,70,Panna Cotta,Desserts,1,9.00,,9.00
4868,870,12,Wonton Soup,Soups,1,18.00,Sauce on Side,18.00
4869,870,74,Extra Protein,Extras,1,5.00,,5.00
4870,871,17,Spicy String Beans,Veggie & Tofu,1,19.00,Less Spicy,19.00
4871,871,46,Jasmine Rice,Sides,1,2.75,,2.75
4872,871,53,Vegan Iced Coffee,Coffee,1,5.50,,5.50
4873,871,20,Spicy Coconut Eggplant,Veggie & Tofu,1,18.00,,18.00
4874,871,47,Coconut Rice,Sides,1,3.00,,3.00
4875,871,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4876,871,8,Breaded Cauliflower Bites,Starters,1,13.00,,13.00
4877,872,14,Spicy Curry Noodle Soup,Soups,1,18.00,,18.00
4878,872,24,Tempeh Pulau,Veggie & Tofu,1,20.00,,20.00
4879,872,65,Iced Passion Fruit Green Tea,Drinks,1,7.00,,7.00
4880,872,25,Mushroom Tofu,Veggie & Tofu,1,19.00,No Cilantro,19.00
4881,872,60,Matcha Latte,Tea,1,6.50,,6.50
4882,873,20,Spicy Coconut Eggplant,Veggie & Tofu,1,18.00,Allergy: Nuts,18.00
4883,873,52,Soy Mocha,Coffee,1,6.00,,6.00
4884,873,28,Ginger Beef,Plant-Based Meat,1,21.00,Less Spicy,21.00
4885,873,51,Soy Latte,Coffee,1,5.50,,5.50
4886,873,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,Extra Spicy,19.00
4887,873,67,Raspberry Lime Italian Soda,Drinks,1,6.50,,6.50
4888,874,25,Mushroom Tofu,Veggie & Tofu,1,19.00,,19.00
4889,874,46,Jasmine Rice,Sides,1,2.75,,2.75
4890,874,50,Americano,Coffee,1,4.50,,4.50
4891,875,31,Spicy Chicken,Plant-Based Meat,1,19.00,,19.00
4892,875,47,Coconut Rice,Sides,1,3.00,,3.00
4893,875,51,Soy Latte,Coffee,1,5.50,,5.50
4894,875,35,Sweet & Sour Shrimp,Plant-Based Meat,1,20.00,Extra Spicy,20.00
4895,875,46,Jasmine Rice,Sides,1,2.75,,2.75
4896,875,51,Soy Latte,Coffee,1,5.50,,5.50
4897,876,28,Ginger Beef,Plant-Based Meat,1,21.00,,21.00
4898,876,45,Bali Buddha Bowl,Rice & Noodles,1,18.00,,18.00
4899,876,40,Bakmi Goreng,Rice & Noodles,1,19.00,,19.00
4900,876,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,No Peanuts,20.00
4901,876,62,Iced Lychee,Drinks,1,7.50,,7.50
4902,877,12,Wonton Soup,Soups,1,18.00,,18.00
4903,877,62,Iced Lychee,Drinks,1,7.50,,7.50
4904,877,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,Allergy: Nuts,19.00
4905,877,54,Iced Brown Sugar Oat Latte,Coffee,1,6.50,,6.50
4906,877,28,Ginger Beef,Plant-Based Meat,1,21.00,Allergy: Nuts,21.00
4907,877,48,Brown Rice,Sides,1,3.00,,3.00
4908,877,33,Curry Chicken,Plant-Based Meat,1,22.00,No Onion,22.00
4909,877,56,Organic Tea,Tea,1,3.50,,3.50
4910,877,70,Panna Cotta,Desserts,1,9.00,,9.00
4911,878,20,Spicy Coconut Eggplant,Veggie & Tofu,1,18.00,,18.00
4912,879,37,Teriyaki Chicken,Plant-Based Meat,1,19.00,No Onion,19.00
4913,879,47,Coconut Rice,Sides,1,3.00,,3.00
4914,879,75,Extra Tofu,Extras,1,4.00,,4.00
4915,879,51,Soy Latte,Coffee,1,5.50,,5.50
4916,879,36,Spicy Shrimp,Plant-Based Meat,1,20.00,,20.00
4917,879,46,Jasmine Rice,Sides,1,2.75,,2.75
4918,880,28,Ginger Beef,Plant-Based Meat,1,21.00,,21.00
4919,880,50,Americano,Coffee,1,4.50,,4.50
4920,881,32,General Tao Chicken,Plant-Based Meat,1,21.00,,21.00
4921,881,47,Coconut Rice,Sides,1,3.00,,3.00
4922,881,62,Iced Lychee,Drinks,1,7.50,,7.50
4923,882,42,Kwetiau Goreng,Rice & Noodles,1,19.00,No Peanuts,19.00
4924,882,68,Iced Blackberry Hibiscus Tea,Drinks,1,7.00,,7.00
4925,882,28,Ginger Beef,Plant-Based Meat,1,21.00,,21.00
4926,882,48,Brown Rice,Sides,1,3.00,,3.00
4927,882,64,Sparkling Yuzu,Drinks,1,8.50,,8.50
4928,882,32,General Tao Chicken,Plant-Based Meat,1,21.00,,21.00
4929,882,48,Brown Rice,Sides,1,3.00,,3.00
4930,882,61,Iced Oat Strawberry Matcha,Tea,1,8.50,,8.50
4931,883,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,Less Spicy,20.00
4932,883,46,Jasmine Rice,Sides,1,2.75,,2.75
4933,883,74,Extra Protein,Extras,1,5.00,,5.00
4934,883,32,General Tao Chicken,Plant-Based Meat,1,21.00,,21.00
4935,883,76,Extra Veggies,Extras,1,4.00,,4.00
4936,883,65,Iced Passion Fruit Green Tea,Drinks,1,7.00,,7.00
4937,883,9,Crispy Chicken Strips,Starters,1,13.00,,13.00
4938,884,39,Nasi Goreng,Rice & Noodles,1,18.00,Extra Spicy,18.00
4939,884,74,Extra Protein,Extras,1,5.00,,5.00
4940,884,24,Tempeh Pulau,Veggie & Tofu,1,20.00,,20.00
4941,884,47,Coconut Rice,Sides,1,3.00,,3.00
4942,884,64,Sparkling Yuzu,Drinks,1,8.50,,8.50
4943,885,40,Bakmi Goreng,Rice & Noodles,1,19.00,,19.00
4944,885,59,Hot Chocolate,Tea,1,5.00,,5.00
4945,885,33,Curry Chicken,Plant-Based Meat,1,22.00,,22.00
4946,885,27,Kung Pao Chicken,Plant-Based Meat,1,20.00,,20.00
4947,885,46,Jasmine Rice,Sides,1,2.75,,2.75
4948,885,62,Iced Lychee,Drinks,1,7.50,,7.50
4949,885,44,Lemongrass Vermicelli Bowl,Rice & Noodles,1,20.00,,20.00
4950,885,12,Wonton Soup,Soups,1,18.00,,18.00
4951,885,71,Fried Banana with Coconut Ice Cream,Desserts,1,13.00,,13.00
4952,885,72,Vegan Ice Cream,Desserts,1,7.00,,7.00
4953,886,34,Curry Mutton,Plant-Based Meat,1,22.00,Extra Sauce,22.00
4954,886,23,Curry Vegetables & Tofu,Veggie & Tofu,1,20.00,No Peanuts,20.00
4955,886,47,Coconut Rice,Sides,1,3.00,,3.00
4956,886,30,Sweet & Sour Chicken,Plant-Based Meat,1,19.00,,19.00
4957,886,29,Dendeng,Plant-Based Meat,1,20.00,Gluten Friendly,20.00
4958,886,47,Coconut Rice,Sides,1,3.00,,3.00
4959,886,66,Assorted Soft Drinks,Drinks,1,2.50,,2.50
4960,886,9,Crispy Chicken Strips,Starters,1,13.00,,13.00
4961,887,39,Nasi Goreng,Rice & Noodles,1,18.00,,18.00
4962,888,43,Singapore Noodle,Rice & Noodles,1,19.00,,19.00
4963,888,60,Matcha Latte,Tea,1,6.50,,6.50
4964,888,38,Rendang,Plant-Based Meat,1,20.00,Less Spicy,20.00
4965,889,30,Sweet & Sour Chicken,Plant-Based Meat,1,19.00,,19.00
4966,889,48,Brown Rice,Sides,1,3.00,,3.00
4967,889,44,Lemongrass Vermicelli Bowl,Rice & Noodles,1,20.00,Sauce on Side,20.00
4968,889,58,London Fog,Tea,1,5.50,,5.50
